"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @sp_redelectric: Getting this day off to a great start, courtesy of @flypdx @JetBlue and @Disneyland !!!  (no thanks to @trimet who cut…",FALSE,0,NA,2016-09-29 15:09:47,FALSE,NA,"781511297846349829",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","AlYourPalster",1,TRUE,FALSE,NA,NA
"Most southern flights from Moncton will fly over the US. Americans like @JetBlue are leaving money on the table by not serving Moncton",FALSE,0,NA,2016-09-29 15:09:47,FALSE,NA,"781511295950610432",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Altavistagoogle",0,FALSE,FALSE,NA,NA
"I can't love @JetBlue any more than I already do https://t.co/ehsQKGdfT7",FALSE,7,NA,2016-09-29 15:06:18,FALSE,NA,"781510418237882368",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JakeTheProducer",0,FALSE,FALSE,NA,NA
"RT @Thephotodawg: Flight crew Captain @JetBlue @UConnHuskies off to Houston for @UConnFootball v #Cougars #UConnNation https://t.co/cBDbkdQ…",FALSE,0,NA,2016-09-29 15:04:38,FALSE,NA,"781509999558287366",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ThisTurtleRuns",4,TRUE,FALSE,NA,NA
"@AmericanAir can you help with my reservations on @JetBlue?  Now that I would appreciate <ed><U+00A0><U+00BD><ed><U+00B1><U+008D>#ILoveJetBlue",FALSE,0,"AmericanAir",2016-09-29 15:02:27,FALSE,"781508395543113729","781509449898979328","22536055","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ledudes",0,FALSE,FALSE,NA,NA
"EWR crew raised <ed><U+00A0><U+00BD><ed><U+00B2><U+00B0>and 100% of the proceeds will be matched by @JetBlue, then donated to the Louisiana Flood Victims.… https://t.co/01mQX0ecv9",FALSE,3,NA,2016-09-29 15:02:20,TRUE,NA,"781509422208151552",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EWRB6GM",0,FALSE,FALSE,NA,NA
"Fresh hot towel on this long flight to LA! Thank you @JetBlue!",FALSE,0,NA,2016-09-29 15:01:58,FALSE,NA,"781509329899749376",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Xaviersherrera",0,FALSE,FALSE,NA,NA
"RT @NO_Airport: The 1st @JetBlue flight from @FLLFlyer has arrived. https://t.co/w2FfzBTAVw",FALSE,0,NA,2016-09-29 14:58:44,FALSE,NA,"781508517123457028",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","louisjdavid",3,TRUE,FALSE,NA,NA
"@JetBlue much love to silda the gate agent at gate 7 at JFK-- so nice!",FALSE,0,"JetBlue",2016-09-29 14:57:59,FALSE,NA,"781508325519290368","6449282","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AlexisKersey",1,FALSE,FALSE,NA,NA
"RT @drplanespotters: Airbus A320 N712JB de @JetBlue en Las Americas (SDQ/MDSD). Foto @elmanu2452. https://t.co/mNHqpMq7Au",FALSE,0,NA,2016-09-29 14:57:34,FALSE,NA,"781508221114650624",NA,"<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for Android Tablets</a>","Schmidt10A",2,TRUE,FALSE,NA,NA
"@JetBlue MAD PROPS &amp; many thanks to your AMAZING crew at JFK. Everyone is v nice &amp; doing their best even though flt was canceled 2 UVF",FALSE,0,"JetBlue",2016-09-29 14:57:23,FALSE,NA,"781508173765152768","6449282","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AlexisKersey",1,FALSE,FALSE,NA,NA
"RT @NO_Airport: A big thank you to @JetBlue for being with us for 15 years and for offering passenger service to @FLLFlyer with flights sta…",FALSE,0,NA,2016-09-29 14:50:39,FALSE,NA,"781506483078959110",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","hawk954",4,TRUE,FALSE,NA,NA
"RT @airfarewatchdog: NYC #JFK to St. Thomas #STT $127 round-trip on @JetBlue for Oct/Nov 
https://t.co/DkzGb0od6W #airfare https://t.co/F0r…",FALSE,0,NA,2016-09-29 14:48:31,FALSE,NA,"781505943972483072",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kulturedmindz",16,TRUE,FALSE,NA,NA
"@JetBlue Total was $130 for two people. So we get charged $10?",FALSE,0,"JenOleniczak",2016-09-29 14:46:47,FALSE,"781505407520997377","781505509811781632","3233084487","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JenOleniczak",0,FALSE,FALSE,NA,NA
"Dear @JetBlue, you have the best customer service team ever. You have my forever loyalty.",FALSE,1,NA,2016-09-29 14:46:47,FALSE,NA,"781505506976239616",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CoriSueMorris",0,FALSE,FALSE,NA,NA
"@JetBlue What if the flight was under $70/pp?",FALSE,0,"JetBlue",2016-09-29 14:46:23,FALSE,"781504474321911808","781505407520997377","6449282","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JenOleniczak",0,FALSE,FALSE,NA,NA
".@JetBlue - Thanks for the functioning Wi-Fi on my SFO-NYC roundtrip.  Not a given with other airlines. #ItJustWorks",FALSE,1,NA,2016-09-29 14:41:07,FALSE,NA,"781504080698941440",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","iamArieJ",0,FALSE,FALSE,NA,NA
"@ChrisLotane @AmericanAir @JetBlue Blows HARD! #theskiesarenotfriendly Fly @SouthwestAir",FALSE,0,"ChrisLotane",2016-09-29 14:40:04,FALSE,"781497366234791936","781503817317691392","233952442","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jeremywance",0,FALSE,FALSE,NA,NA
"@KateyAnthony @JetBlue Where'd you guys visit in NY?",FALSE,0,"KateyAnthony",2016-09-29 14:39:28,FALSE,"781476193811963904","781503666029228032","101059686","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mehngo5",0,FALSE,FALSE,NA,NA
"RT @JetBlue: @VanRage WLY, too, Rachel! <ed><U+00A0><U+00BD><ed><U+00B2><U+0099> Come fly with us again soon!",FALSE,0,NA,2016-09-29 14:39:06,FALSE,NA,"781503576774500352",NA,"<a href=""http://tweetlogix.com"" rel=""nofollow"">Tweetlogix</a>","VanRage",1,TRUE,FALSE,NA,NA
"@JetBlue Thank you times 1000 for being here. <U+2708><U+FE0F><ed><U+00A0><U+00BC><ed><U+00BD><U+0081><ed><U+00A0><U+00BC><ed><U+00BD><U+0082> #jetbluedaytona",FALSE,1,"JetBlue",2016-09-29 14:36:41,FALSE,NA,"781502965152710656","6449282","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kymtweets",0,FALSE,FALSE,NA,NA
"@JetBlue Hiya! We have blue fare tickets, looking to change/cancel. What's the fee/refund situation? Flight is 12/4",FALSE,0,"JetBlue",2016-09-29 14:35:55,FALSE,NA,"781502774311878658","6449282","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JenOleniczak",0,FALSE,FALSE,NA,NA
"RT @SecretFlying: **UPDATE** @AmericanAir have matched @JetBlue's $99 fares from the USA to Puerto Rico!!

https://t.co/89zbcGAwAt https://…",FALSE,0,NA,2016-09-29 14:35:00,FALSE,NA,"781502544056946688",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MrLoyalRoyalty",20,TRUE,FALSE,NA,NA
"Who is loading and servicing your aircraft? Christopher San Giovanni of @JetBlue asks the question - do you know the answer? #GHIAMERICAS",FALSE,0,NA,2016-09-29 14:31:23,FALSE,NA,"781501634459365376",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","GroundHandling",0,FALSE,FALSE,"-80.1847167","25.76528"
"RT @tomybasilotta: buen dia!! 
N508JL Aterrizando por Rwy 9 KMIA-MIA A320-232 @JetBlue https://t.co/sU1PaWV8i8",FALSE,0,NA,2016-09-29 14:30:35,FALSE,NA,"781501430595260416",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ArgIntlSpotters",4,TRUE,FALSE,NA,NA
"RT @NO_Airport: A big thank you to @JetBlue for being with us for 15 years and for offering passenger service to @FLLFlyer with flights sta…",FALSE,0,NA,2016-09-29 14:28:16,FALSE,NA,"781500849767849985",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HelloJetBlue",4,TRUE,FALSE,NA,NA
"@ChristineAnneG @JetBlue My favorite airline.",FALSE,0,"ChristineAnneG",2016-09-29 14:23:49,FALSE,"781445457390215168","781499728592826372","23700428","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","gballeng",0,FALSE,FALSE,NA,NA
"such a great flight, ily @JetBlue <ed><U+00A0><U+00BD><ed><U+00B8><U+009A>",FALSE,0,NA,2016-09-29 14:23:05,FALSE,NA,"781499542353145856",NA,"<a href=""http://tweetlogix.com"" rel=""nofollow"">Tweetlogix</a>","VanRage",0,FALSE,FALSE,NA,NA
"My @JetBlue and @AllianzTravelUS playing partners at the Swing For Good charity tourney at #Bethpage #LongIsland! https://t.co/WeaedU3ZcN",FALSE,6,NA,2016-09-29 14:16:10,FALSE,NA,"781497802568376320",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LeeAbbamonte",3,FALSE,FALSE,NA,NA
"@AmericanAir blows... Can't wait for @JetBlue on the way home!",FALSE,0,"AmericanAir",2016-09-29 14:14:26,FALSE,NA,"781497366234791936","22536055","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ChrisLotane",0,FALSE,FALSE,NA,NA
"Market Movers Alert: @JetBlue Airways Corporation (NASDAQ:JBLU) , Best Buy Co., Inc. (NYSE:BBY) - Street Updates : https://t.co/rm4DNVTVn3",FALSE,0,NA,2016-09-29 14:08:08,FALSE,NA,"781495783149346816",NA,"<a href=""http://www.flight.org"" rel=""nofollow"">JetBlue</a>","JetBlueNews",0,FALSE,FALSE,NA,NA
"RT @macandsoul: @libra6managment @nine_oh @DrJimmyStar @kazaston
@Disney @JetBlue @TDBank_US @AmericanAir#thanks https://t.co/65IJpgt0vn",FALSE,0,NA,2016-09-29 14:03:17,FALSE,NA,"781494562447560704",NA,"<a href=""https://copromote.com/"" rel=""nofollow"">CoPromote</a>","innovativetecht",55,TRUE,FALSE,NA,NA
"RT @macandsoul: @libra6managment @nine_oh @DrJimmyStar @kazaston
@Disney @JetBlue @TDBank_US @AmericanAir#thanks https://t.co/65IJpgt0vn",FALSE,0,NA,2016-09-29 14:03:13,FALSE,NA,"781494544948924416",NA,"<a href=""https://copromote.com/"" rel=""nofollow"">CoPromote</a>","Ozzmak",55,TRUE,FALSE,NA,NA
"@JetBlue where are my new points? I just took the survey",FALSE,0,"JetBlue",2016-09-29 14:02:36,FALSE,NA,"781494387314483202","6449282","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lillautsch96",0,FALSE,FALSE,NA,NA
"RT @_PettyCrocker: RT @AirfareSpot: #NewYork to #Grenada (#Caribbean island) for $343 R/T nonstop [@JetBlue] https://t.co/x8sH9GQL69",FALSE,0,NA,2016-09-29 14:00:03,FALSE,NA,"781493747200778241",NA,"<a href=""http://in1.com"" rel=""nofollow"">in1.com</a>","OnNewYork",4,TRUE,FALSE,NA,NA
"RT @_PettyCrocker: RT @AirfareSpot: #NewYork to #Grenada (#Caribbean island) for $343 R/T nonstop [@JetBlue] https://t.co/x8sH9GQL69",FALSE,0,NA,2016-09-29 13:59:36,FALSE,NA,"781493632180322304",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_McAwesome",4,TRUE,FALSE,NA,NA
"RT @_PettyCrocker: RT @AirfareSpot: #NewYork to #Grenada (#Caribbean island) for $343 R/T nonstop [@JetBlue] https://t.co/x8sH9GQL69",FALSE,0,NA,2016-09-29 13:58:00,FALSE,NA,"781493231091679232",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Diamond_Curves",4,TRUE,FALSE,NA,NA
"RT @SecretFlying: **UPDATE** @AmericanAir have matched @JetBlue's $99 fares from the USA to Puerto Rico!!

https://t.co/89zbcGAwAt https://…",FALSE,0,NA,2016-09-29 13:56:16,FALSE,NA,"781492794078728192",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Tamirok",20,TRUE,FALSE,NA,NA
"RT @denisemarie117: @JetBlue @JennaUszenski but we're the three best friends anyone can have <ed><U+00A0><U+00BD><ed><U+00B9><U+008A><ed><U+00A0><U+00BD><ed><U+00B9><U+0089><ed><U+00A0><U+00BD><ed><U+00B9><U+0088>",FALSE,0,NA,2016-09-29 13:54:28,FALSE,NA,"781492343769792512",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JennaUszenski",1,TRUE,FALSE,NA,NA
"@JetBlue @JennaUszenski but we're the three best friends anyone can have <ed><U+00A0><U+00BD><ed><U+00B9><U+008A><ed><U+00A0><U+00BD><ed><U+00B9><U+0089><ed><U+00A0><U+00BD><ed><U+00B9><U+0088>",FALSE,0,"JetBlue",2016-09-29 13:52:20,FALSE,"781490407465246721","781491806785634305","6449282","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","denisemarie117",1,FALSE,FALSE,NA,NA
"@KateyAnthony @JetBlue on one trip my plan was delayed for mech issues, took off, grounded halfway due to weather, then had more mech issues",FALSE,0,"KateyAnthony",2016-09-29 13:52:12,FALSE,"781476193811963904","781491772430004227","101059686","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Tspiggs",0,FALSE,FALSE,NA,NA
"@kd7mlg @flypdx @JetBlue @Disneyland unfortunately I will not sail aboard the Columbia or steam off on the Mark Twain :-( #gobyboat",FALSE,1,"sp_redelectric",2016-09-29 13:45:10,FALSE,"781489426954280961","781490001401876480","107625214","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sp_redelectric",0,FALSE,FALSE,NA,NA
"RT @SecretFlying: **UPDATE** @AmericanAir have matched @JetBlue's $99 fares from the USA to Puerto Rico!!

https://t.co/89zbcGAwAt https://…",FALSE,0,NA,2016-09-29 13:44:48,FALSE,NA,"781489910268108800",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","walkhikebike",20,TRUE,FALSE,NA,NA
"RT @AirfareSpot: #NewYork to #Grenada (#Caribbean island) for $343 R/T nonstop [@JetBlue] https://t.co/x8sH9GQL69",FALSE,0,NA,2016-09-29 13:44:46,FALSE,NA,"781489901682515968",NA,"<a href=""http://tweetlogix.com"" rel=""nofollow"">Tweetlogix</a>","_PettyCrocker",4,FALSE,FALSE,NA,NA
"RT @JetBlue: Hey, you gotta run before you can fly. Happy #NationalCoffeeDay! <U+2615> @DunkinDonuts https://t.co/SDXCcYMZsr",FALSE,0,NA,2016-09-29 13:44:31,FALSE,NA,"781489838683979777",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AirlinesIndia",27,TRUE,FALSE,NA,NA
"@kd7mlg @flypdx @JetBlue @Disneyland I will #gobyboat through the Jungles of Adventureland!!!  Maybe I'll see a wild @disneylandcats there",FALSE,3,"kd7mlg",2016-09-29 13:42:53,FALSE,"781485805739073536","781489426954280961","19032018","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sp_redelectric",0,FALSE,FALSE,NA,NA
"RT @JetBlue: Hey, you gotta run before you can fly. Happy #NationalCoffeeDay! <U+2615> @DunkinDonuts https://t.co/SDXCcYMZsr",FALSE,0,NA,2016-09-29 13:42:52,FALSE,NA,"781489423745679360",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GlamDapper",27,TRUE,FALSE,NA,NA
"Flying @JetBlue exclusively from now on. https://t.co/UeoMAeYwRI",FALSE,1,NA,2016-09-29 13:42:18,FALSE,NA,"781489278593277952",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Ashley8053",0,FALSE,FALSE,NA,NA
"RT @AirfareSpot: #NewYork to #Grenada (#Caribbean island) for $343 R/T nonstop [@JetBlue] https://t.co/o3GAhNnBff",FALSE,0,NA,2016-09-29 13:40:48,FALSE,NA,"781488901777227776",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","milesfortrips",3,TRUE,FALSE,NA,NA
"@AirlineFlyer @BostonLogan @DublinAirport @Jetblue Finally targeting #Jetblue",FALSE,0,"AirlineFlyer",2016-09-29 13:39:07,FALSE,"781468763266818048","781488479045812224","58913244","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nyboilermaker",0,FALSE,FALSE,NA,NA
"RT @kylagrace: How fitting! The morning after the @RedSox clinch, this @JetBlue beauty rolls into LGA to audible groans from Yankee fans. #…",FALSE,0,NA,2016-09-29 13:37:26,FALSE,NA,"781488053789483008",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","donmgreen",1,TRUE,FALSE,NA,NA
"@JetBlue of course I did, they were super nice but couldn't fix it!",FALSE,0,"JetBlue",2016-09-29 13:37:24,FALSE,"781339482104721408","781488047120613376","6449282","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Raffi_Bouj",0,FALSE,FALSE,NA,NA
"#NewYork to #Grenada (#Caribbean island) for $343 R/T nonstop [@JetBlue] https://t.co/o3GAhNnBff",FALSE,1,NA,2016-09-29 13:37:09,FALSE,NA,"781487985183326208",NA,"<a href=""http://www.airfarespot.com"" rel=""nofollow"">Airfare Spot</a>","AirfareSpot",3,FALSE,FALSE,NA,NA
"How fitting! The morning after the @RedSox clinch, this @JetBlue beauty rolls into LGA to audible groans from Yanke… https://t.co/H6yYpkddU5",FALSE,3,NA,2016-09-29 13:33:47,TRUE,NA,"781487136788869121",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kylagrace",1,FALSE,FALSE,NA,NA
"RT @denisemarie117: @JennaUszenski @JetBlue perhaps somewhere tropical so we can take long romantic strolls on the beach <ed><U+00A0><U+00BD><ed><U+00B8><U+008F><ed><U+00A0><U+00BD><ed><U+00B8><U+008F><ed><U+00A0><U+00BD><ed><U+00B8><U+008F><ed><U+00A0><U+00BD><ed><U+00B8><U+008F>",FALSE,0,NA,2016-09-29 13:33:35,FALSE,NA,"781487086566252548",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JennaUszenski",1,TRUE,FALSE,NA,NA
"@sp_redelectric @flypdx @JetBlue @Disneyland #gobyboat",FALSE,1,"sp_redelectric",2016-09-29 13:28:30,FALSE,"781478695529684992","781485805739073536","107625214","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kd7mlg",0,FALSE,FALSE,NA,NA
"Isn't that the #truth. But @JetBlue is usually on top of these things. Hoping to get it fixed. #travelprobs https://t.co/iULk04K4O4",FALSE,1,NA,2016-09-29 13:28:13,FALSE,NA,"781485736394489856",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","brianmoran",0,FALSE,FALSE,NA,NA
"@JetBlue Airways Corporation (NASDAQ:JBLU) Near to Lift Curtain on September 2016 Earnings - The Voice Registrar : https://t.co/GtTwaBZ2bk",FALSE,0,"JetBlue",2016-09-29 13:27:06,FALSE,NA,"781485457024622597","6449282","<a href=""http://www.flight.org"" rel=""nofollow"">JetBlue</a>","JetBlueNews",0,FALSE,FALSE,NA,NA
"@JennaUszenski @JetBlue perhaps somewhere tropical so we can take long romantic strolls on the beach <ed><U+00A0><U+00BD><ed><U+00B8><U+008F><ed><U+00A0><U+00BD><ed><U+00B8><U+008F><ed><U+00A0><U+00BD><ed><U+00B8><U+008F><ed><U+00A0><U+00BD><ed><U+00B8><U+008F>",FALSE,0,"JennaUszenski",2016-09-29 13:26:28,FALSE,"781483714329083904","781485294377984000","218573088","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","denisemarie117",1,FALSE,FALSE,NA,NA
"@JetBlue Signs Mega Renewable Fuel Deal with SG Preston (Revised) - @zacks_com : https://t.co/079fKI0q0a",FALSE,0,"JetBlue",2016-09-29 13:26:08,FALSE,NA,"781485212500791296","6449282","<a href=""http://www.flight.org"" rel=""nofollow"">Airline Fuel</a>","AirlineFuel",0,FALSE,FALSE,NA,NA
"@brianmoran @JetBlue grrr it always happens on a long flight!",FALSE,1,"brianmoran",2016-09-29 13:26:06,FALSE,"781484730176778240","781485203629846528","16262391","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TequityInc",0,FALSE,FALSE,NA,NA
"@rachzuck @JetBlue :(",FALSE,0,"rachzuck",2016-09-29 13:25:09,FALSE,"781478028652244992","781484964642746369","455409480","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RLSoo",0,FALSE,FALSE,NA,NA
"What's wrong with this pic? Everyone's screen works...except mine! And I paid for an upgraded seat! why @jetblue on… https://t.co/7Fc1HjNLIe",FALSE,0,NA,2016-09-29 13:24:13,TRUE,NA,"781484730176778240",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","brianmoran",0,FALSE,FALSE,NA,NA
"@JetBlue  thanks for the welcoming beads <U+263A><U+FE0F> https://t.co/yS7CwezYQN",FALSE,1,"JetBlue",2016-09-29 13:22:35,FALSE,"781477707305611265","781484320154353664","6449282","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MrsDeeazz",0,FALSE,FALSE,NA,NA
"Purchased the tickets and extra space 2nd row seats almost two months ago.. now we are separated in flight <ed><U+00A0><U+00BD><ed><U+00B8><U+00A1><ed><U+00A0><U+00BD><ed><U+00B8><U+00A1> this is unacceptable @jetblue",FALSE,0,NA,2016-09-29 13:21:54,FALSE,NA,"781484145482600448",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","RaqEst",0,FALSE,FALSE,NA,NA
"@JetBlue we were supposed to take off at 8am, still on the plane it's 9:20 from DCA-PR I need a refund!! #WORSTFLIGHTEVER #WORSTAIRLINE",FALSE,0,"JetBlue",2016-09-29 13:21:30,FALSE,NA,"781484044408107008","6449282","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ClilyNet",0,FALSE,FALSE,NA,NA
"@JetBlue miss you! and @denisemarie117 ... how about the 3 of us go away for free? #FOFREE",FALSE,1,"JetBlue",2016-09-29 13:20:11,FALSE,"781474867572899840","781483714329083904","6449282","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JennaUszenski",0,FALSE,FALSE,NA,NA
"No, TSA agent wouldn't even look at the @AskTSA response. She was rude/insulting and behaved like I was a criminal… https://t.co/LdgYM85Qfx",FALSE,0,NA,2016-09-29 13:20:10,TRUE,NA,"781483712332562433",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mitchellpatrice",0,FALSE,FALSE,NA,NA
"RT @JetBlue: Hey, you gotta run before you can fly. Happy #NationalCoffeeDay! <U+2615> @DunkinDonuts https://t.co/SDXCcYMZsr",FALSE,0,NA,2016-09-29 13:19:37,FALSE,NA,"781483570263126016",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JennaUszenski",27,TRUE,FALSE,NA,NA
"Another reason why I love @JetBlue https://t.co/80MsBZ7voR",FALSE,0,NA,2016-09-29 13:19:25,FALSE,NA,"781483522284462080",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","erinnlorrainnee",0,FALSE,FALSE,NA,NA
"I fly @jetblue pretty routinely.. but this is just horrible service ESPECIALLY since it is my birthday trip.",FALSE,0,NA,2016-09-29 13:18:41,FALSE,NA,"781483336862691328",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","RaqEst",0,FALSE,FALSE,NA,NA
"RT @JetBlue: Hey, you gotta run before you can fly. Happy #NationalCoffeeDay! <U+2615> @DunkinDonuts https://t.co/SDXCcYMZsr",FALSE,0,NA,2016-09-29 13:18:04,FALSE,NA,"781483181862158336",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","chadsear",27,TRUE,FALSE,NA,NA
"Just boarded flt 751 with a 5 month old, my husband and MIL.. to my astonishment, we were separated after paying $60 for 2nd row <ed><U+00A0><U+00BD><ed><U+00B8><U+00A1> @JetBlue",FALSE,0,NA,2016-09-29 13:16:41,FALSE,NA,"781482834527682560",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","RaqEst",0,FALSE,FALSE,NA,NA
"RT @airfarewatchdog: Super Low $39+ round-trip fares on @JetBlue for Oct/Nov travel. https://t.co/73u5wMuDOr #airfare https://t.co/7FRO6NGk…",FALSE,0,NA,2016-09-29 13:15:43,FALSE,NA,"781482590373023748",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MarisLC",25,TRUE,FALSE,NA,NA
"RT @JetBlue: Hey, you gotta run before you can fly. Happy #NationalCoffeeDay! <U+2615> @DunkinDonuts https://t.co/SDXCcYMZsr",FALSE,0,NA,2016-09-29 13:15:21,FALSE,NA,"781482498090004480",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","hawk954",27,TRUE,FALSE,NA,NA
"RT @JetBlue: Hey, you gotta run before you can fly. Happy #NationalCoffeeDay! <U+2615> @DunkinDonuts https://t.co/SDXCcYMZsr",FALSE,0,NA,2016-09-29 13:14:31,FALSE,NA,"781482287770640389",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TadCreme",27,TRUE,FALSE,NA,NA
"RT @NO_Airport: The 1st @JetBlue flight from @FLLFlyer has arrived. https://t.co/w2FfzBTAVw",FALSE,0,NA,2016-09-29 13:14:11,FALSE,NA,"781482206585839618",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","NOLAFusion",3,TRUE,FALSE,NA,NA
"RT @NO_Airport: The 1st @JetBlue flight from @FLLFlyer has arrived. https://t.co/w2FfzBTAVw",FALSE,0,NA,2016-09-29 13:13:35,FALSE,NA,"781482054265475072",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","NOLAMixn",3,TRUE,FALSE,NA,NA
"@ElvisDuranShow @JetBlue how much more spoiled can you get??",FALSE,0,"ElvisDuranShow",2016-09-29 13:12:05,FALSE,"781470757813645312","781481676245438464","369631951","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mely1397",0,FALSE,FALSE,NA,NA
"The 1st @JetBlue flight from @FLLFlyer has arrived. https://t.co/w2FfzBTAVw",FALSE,6,NA,2016-09-29 13:11:51,FALSE,NA,"781481617013415936",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NO_Airport",3,FALSE,FALSE,NA,NA
